Locus	Gene	Start	Length	Product	Allele Count	Alleles
lmo0199	prs	202641	957	ribose-phosphate pyrophosphokinase	430	lmo0199.fasta
lmo0201	plcA	204624	954	phosphatidylinositol-specific phospholipase c	672	lmo0201.fasta
lmo0202	hly	205819	1590	listeriolysin O precursor	872	lmo0202.fasta
lmo0203	mpl	207739	1533	Zinc metalloproteinase precursor	972	lmo0203.fasta
lmo0205	plcB	211425	870	phospholipase C	528	lmo0205.fasta
lmo0206		212366	324	hypothetical protein	279	lmo0206.fasta
lmo0208		213336	333	hypothetical protein	233	lmo0208.fasta
lmo0210	ldh	214486	942	L-lactate dehydrogenase	738	lmo0210.fasta
lmo0211	ctc	215721	624	50S ribosomal protein L25	385	lmo0211.fasta
lmo0212		216434	585	hypothetical protein	474	lmo0212.fasta
lmo0213	pth	217125	561	peptidyl-tRNA hydrolase	332	lmo0213.fasta
lmo0214	mfd	217800	3540	transcription-repair coupling factor	1382	lmo0214.fasta
lmo0216		222983	279	hypothetical protein	160	lmo0216.fasta
lmo0217		223490	387	DivIC protein	157	lmo0217.fasta
lmo0218		224027	429	hypothetical protein	157	lmo0218.fasta
lmo0219		224562	1947	hypothetical protein	822	lmo0219.fasta
lmo0221		229045	780	pantothenate kinase	473	lmo0221.fasta
lmo0222	hslO	229840	885	heat shock protein 33	517	lmo0222.fasta
lmo0223	cysK	230840	927	cysteine synthase	575	lmo0223.fasta
lmo0226	folK	233858	480	"7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase"	433	lmo0226.fasta
lmo0227		234414	996	hypothetical protein	629	lmo0227.fasta
lmo0229		248555	459	CtsR family transcriptional regulator	168	lmo0229.fasta
lmo0231		249541	1023	ATP:guanido phosphotransferase	629	lmo0231.fasta
lmo0232	clpC	250592	2463	endopeptidase Clp ATP-binding chain C	929	lmo0232.fasta
lmo0233		253200	1374	DNA repair protein RadA	597	lmo0233.fasta
lmo0234		254707	1074	hypothetical protein	440	lmo0234.fasta
lmo0235	ispD	255800	699	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	447	lmo0235.fasta
lmo0238	cysE	258856	615	serine O-acetyltransferase	395	lmo0238.fasta
lmo0239	cysS	259477	1416	cysteinyl-tRNA synthetase	721	lmo0239.fasta
lmo0240		260896	411	hypothetical protein	281	lmo0240.fasta
lmo0241		261306	756	hypothetical protein	451	lmo0241.fasta
lmo0242		262064	513	hypothetical protein	272	lmo0242.fasta
lmo0243	sigH	262657	606	RNA polymerase factor sigma-70	339	lmo0243.fasta
lmo0244	rpmG	263366	150	50S ribosomal protein L33 type II	56	lmo0244.fasta
lmo0245	secE	263535	180	preprotein translocase subunit SecE	65	lmo0245.fasta
lmo0246	nusG	263844	534	transcription antitermination protein NusG	297	lmo0246.fasta
lmo0248	rplK	265029	426	50S ribosomal protein L11	77	lmo0248.fasta
lmo0249	rplA	265494	690	50S ribosomal protein L1	228	lmo0249.fasta
lmo0250	rplJ	266431	501	50S ribosomal protein L10	157	lmo0250.fasta
lmo0251	rplL	267010	363	50S ribosomal protein L7/L12	151	lmo0251.fasta
lmo0256		270372	606	hypothetical protein	550	lmo0256.fasta
lmo0258	rpoB	273003	3555	DNA-directed RNA polymerase subunit beta	1175	lmo0258.fasta
lmo0259	rpoC	276728	3606	DNA-directed RNA polymerase subunit beta'	1236	lmo0259.fasta
lmo0261		281021	1461	phospho-beta-glucosidase	985	lmo0261.fasta
lmo0266		289139	417	transcriptional regulator	374	lmo0266.fasta
lmo0267		289562	960	hypothetical protein	776	lmo0267.fasta
lmo0268		290593	636	phosphoglycerate mutase	516	lmo0268.fasta
lmo0269		291312	1887	transporter	1295	lmo0269.fasta
lmo0271		293845	1437	phospho-beta-glucosidase	968	lmo0271.fasta
lmo0272		295401	813	hypothetical protein	696	lmo0272.fasta
lmo0273		296349	504	hypothetical protein	400	lmo0273.fasta
lmo0278		300617	1101	sugar ABC transporter ATP-binding protein	699	lmo0278.fasta
lmo0281		304942	672	hypothetical protein	418	lmo0281.fasta
lmo0282		305775	780	hypothetical protein	476	lmo0282.fasta
lmo0283		306644	663	ABC transporter permease	469	lmo0283.fasta
lmo0284		307303	1017	ABC transporter ATP-binding protein	729	lmo0284.fasta
lmo0285		308334	822	lipoprotein	622	lmo0285.fasta
lmo0286		309538	1182	aminotransferase	863	lmo0286.fasta
lmo0287		310932	714	two-component response regulator	322	lmo0287.fasta
lmo0288		311830	1833	two-component sensor histidine kinase	1086	lmo0288.fasta
lmo0289		313659	1323	hypothetical protein	793	lmo0289.fasta
lmo0290		314984	840	hypothetical protein	630	lmo0290.fasta
lmo0291		315945	831	hypothetical protein	501	lmo0291.fasta
lmo0292		316873	1503	heat-shock protein htrA serine protease	843	lmo0292.fasta
lmo0293		319049	480	rRNA large subunit methyltransferase	603	lmo0293.fasta
lmo0296		321490	639	hypothetical protein	779	lmo0296.fasta
lmo0297		322134	1872	transcriptional antiterminator BglG	1211	lmo0297.fasta
lmo0298		324104	1314	PTS beta-glucoside transporter subunit IIC	1013	lmo0298.fasta
lmo0299		325422	291	PTS beta-glucoside transporter subunit IIB	307	lmo0299.fasta
lmo0300		325729	1392	phospho-beta-galactosidase	1121	lmo0300.fasta
lmo0314		339270	786	hypothetical protein	853	lmo0314.fasta
lmo0316		340945	810	hydroxyethylthiazole kinase	780	lmo0316.fasta
lmo0317		341751	804	phosphomethylpyrimidine kinase	738	lmo0317.fasta
lmo0319		343221	1416	phospho-beta-glucosidase	1061	lmo0319.fasta
lmo0342		371130	1998	transketolase	1172	lmo0342.fasta
lmo0343		373129	657	translaldolase	463	lmo0343.fasta
lmo0344		373832	765	short chain dehydrogenase	564	lmo0344.fasta
lmo0345		374621	447	sugar-phosphate isomerase	346	lmo0345.fasta
lmo0346		375074	765	triosephosphate isomerase	644	lmo0346.fasta
lmo0347		375842	651	dihydroxyacetone kinase	431	lmo0347.fasta
lmo0348		376514	996	dihydroxyacetone kinase	676	lmo0348.fasta
lmo0349		377531	342	hypothetical protein	269	lmo0349.fasta
lmo0350		377888	432	hypothetical protein	287	lmo0350.fasta
lmo0351		378404	378	phosphotransferase mannnose-specific family component IIA	263	lmo0351.fasta
lmo0352		378964	765	DeoR family transcriptional regulator	641	lmo0352.fasta
lmo0354		380253	1527	fatty-acid--CoA ligase	928	lmo0354.fasta
lmo0355		382016	1521	fumarate reductase subunit A	811	lmo0355.fasta
lmo0356		383710	1017	oxidoreductase	691	lmo0356.fasta
lmo0357		384926	447	PTS sugar transporter subunit IIA	385	lmo0357.fasta
lmo0358		385386	1395	PTS fructose transporter subunit IIBC	718	lmo0358.fasta
lmo0359		386780	861	"D-fructose-1,6-biphosphate aldolase"	429	lmo0359.fasta
lmo0360		387697	771	DeoR family transcriptional regulator	386	lmo0360.fasta
lmo0369		396208	720	hypothetical protein	455	lmo0369.fasta
lmo0370		396964	336	hypothetical protein	311	lmo0370.fasta
lmo0371		397340	714	GntR family transcriptional regulator	902	lmo0371.fasta
lmo0372		398210	1443	beta-glucosidase	965	lmo0372.fasta
lmo0374		400997	303	PTS beta-glucoside transporter subunit IIB	287	lmo0374.fasta
lmo0375		401386	195	hypothetical protein	92	lmo0375.fasta
lmo0376		401619	921	transcriptional regulator	779	lmo0376.fasta
lmo0377		402641	420	hypothetical protein	555	lmo0377.fasta
lmo0382		405680	762	transcriptional regulator	795	lmo0382.fasta
lmo0383		406637	1467	methylmalonate-semialdehyde dehydrogenase	1096	lmo0383.fasta
lmo0386		409944	1917	IolD protein	1267	lmo0386.fasta
lmo0387		411992	372	hypothetical protein	368	lmo0387.fasta
lmo0388		412457	369	hypothetical protein	195	lmo0388.fasta
lmo0391		414928	300	hypothetical protein	158	lmo0391.fasta
lmo0392		415224	945	hypothetical protein	520	lmo0392.fasta
lmo0394		416796	684	P60 protein	447	lmo0394.fasta
lmo0398		419544	459	PTS sugar transporter subunit IIA	409	lmo0398.fasta
lmo0399		419999	333	PTS fructose transporter subunit IIB	359	lmo0399.fasta
lmo0400		420335	1113	PTS fructose transporter subunit IIC	872	lmo0400.fasta
lmo0401		421469	2628	alpha-mannosidase	1297	lmo0401.fasta
lmo0405		427104	1008	phosphate transporter	656	lmo0405.fasta
lmo0406		428127	381	hypothetical protein	355	lmo0406.fasta
lmo0407		428576	393	hypothetical protein	224	lmo0407.fasta
lmo0408		428981	423	hypothetical protein	281	lmo0408.fasta
lmo0418		439677	300	hypothetical protein	228	lmo0418.fasta
lmo0424		444031	858	glucose uptake protein	758	lmo0424.fasta
lmo0426		447010	465	PTS fructose transporter subunit IIA	473	lmo0426.fasta
lmo0427		447471	321	PTS fructose transporter subunit IIB	271	lmo0427.fasta
lmo0428		447804	1107	PTS fructose transporter subunit IIC	841	lmo0428.fasta
lmo0429		448926	2583	sugar hydrolase	1386	lmo0429.fasta
lmo0433	inlA	454534	2403	internalin A	1208	lmo0433.fasta
lmo0437		466517	846	hypothetical protein	709	lmo0437.fasta
lmo0439		468169	1269	hypothetical protein	916	lmo0439.fasta
lmo0441		470122	2037	D-alanyl-D-alanine carboxypeptidase	1201	lmo0441.fasta
lmo0442		472330	315	hypothetical protein	256	lmo0442.fasta
lmo0443		472781	930	LytR family transcriptional regulator	706	lmo0443.fasta
lmo0449		483166	726	hypothetical protein	441	lmo0449.fasta
lmo0450		483934	666	hypothetical protein	472	lmo0450.fasta
lmo0451		484620	756	hypothetical protein	611	lmo0451.fasta
lmo0453		487649	1149	hypothetical protein	758	lmo0453.fasta
lmo0454		488802	948	hypothetical protein	597	lmo0454.fasta
lmo0455		489905	1596	hypothetical protein	879	lmo0455.fasta
lmo0458		494011	1551	hydantoinase	974	lmo0458.fasta
lmo0480		516076	561	transcriptional regulator	611	lmo0480.fasta
lmo0481		516746	1701	hypothetical protein	1045	lmo0481.fasta
lmo0482		518597	1104	ribosomal RNA large subunit methyltransferase N	809	lmo0482.fasta
lmo0483		519789	480	hypothetical protein	579	lmo0483.fasta
lmo0484		520426	366	heme-degrading monooxygenase IsdG	342	lmo0484.fasta
lmo0485		520961	576	hypothetical protein	593	lmo0485.fasta
lmo0486	rpmF	521601	171	50S ribosomal protein L32	101	lmo0486.fasta
lmo0487		521863	729	hypothetical protein	579	lmo0487.fasta
lmo0488		522628	894	LysR family transcriptional regulator	742	lmo0488.fasta
lmo0489		523719	1995	NADH:flavin oxidoreductase	1178	lmo0489.fasta
lmo0490	aroE	525813	876	shikimate 5-dehydrogenase	750	lmo0490.fasta
lmo0491	aroD	526754	759	3-dehydroquinate dehydratase	738	lmo0491.fasta
lmo0494		530515	594	hypothetical protein	639	lmo0494.fasta
lmo0495		531294	960	hypothetical protein	966	lmo0495.fasta
lmo0496		532328	225	hypothetical protein	230	lmo0496.fasta
lmo0509	prs	543202	936	phosphoribosyl pyrophosphate synthetase	547	lmo0509.fasta
lmo0511		545609	681	hypothetical protein	515	lmo0511.fasta
lmo0512		546314	360	hypothetical protein	317	lmo0512.fasta
lmo0515		549438	432	hypothetical protein	291	lmo0515.fasta
lmo0516		549916	1431	encapsulation protein CapA	849	lmo0516.fasta
lmo0517		551467	816	phosphoglycerate mutase	486	lmo0517.fasta
lmo0518		552563	369	hypothetical protein	636	lmo0518.fasta
lmo0519		553078	1416	multidrug resistance protein	1050	lmo0519.fasta
lmo0521		555660	1317	6-phospho-beta-glucosidase	955	lmo0521.fasta
lmo0522		557178	753	transcriptional regulator	743	lmo0522.fasta
lmo0523		558037	444	hypothetical protein	436	lmo0523.fasta
lmo0524		558526	1662	sulfate transporter	933	lmo0524.fasta
lmo0526		561819	741	transcriptional regulator	528	lmo0526.fasta
lmo0529		565764	1251	glucosaminyltransferase	895	lmo0529.fasta
lmo0530		567030	2052	hypothetical protein	1183	lmo0530.fasta
lmo0531		569094	855	hypothetical protein	634	lmo0531.fasta
lmo0532		570008	831	hypothetical protein	671	lmo0532.fasta
lmo0533		570916	270	hypothetical protein	169	lmo0533.fasta
lmo0534		571204	1356	hypothetical protein	841	lmo0534.fasta
lmo0536		573740	1323	6-phospho-beta-glucosidase	843	lmo0536.fasta
lmo0539		577632	1017	"tagatose 1,6-diphosphate aldolase"	626	lmo0539.fasta
lmo0540		578886	1194	penicillin-binding protein	626	lmo0540.fasta
lmo0541		580119	921	ABC transporter substrate-binding protein	578	lmo0541.fasta
lmo0543		581519	987	PTS sorbitol transporter subunit IIBC	635	lmo0543.fasta
lmo0544		582526	522	PTS sorbitol transporter subunit IIC	261	lmo0544.fasta
lmo0545		583072	381	hypothetical protein	306	lmo0545.fasta
lmo0546		583507	1251	NAD(P)-dependent oxidoreductase	864	lmo0546.fasta
lmo0547		585015	948	DeoR family transcriptional regulator	487	lmo0547.fasta
lmo0553		591412	636	hypothetical protein	373	lmo0553.fasta
lmo0555		593528	1479	di-tripeptide transporter	754	lmo0555.fasta
lmo0556		595135	708	phosphoglycerate mutase	597	lmo0556.fasta
lmo0557		595843	696	phosphoglycerate mutase	406	lmo0557.fasta
lmo0558		596580	1041	hypothetical protein	648	lmo0558.fasta
lmo0559		598020	906	hypothetical protein	594	lmo0559.fasta
lmo0560		598968	1377	glutamate dehydrogenase	754	lmo0560.fasta
lmo0562	hisI	601149	318	phosphoribosyl-AMP cyclohydrolase	283	lmo0562.fasta
lmo0566	hisB	603536	585	imidazoleglycerol-phosphate dehydratase	449	lmo0566.fasta
lmo0567	hisD	604121	1284	histidinol dehydrogenase	829	lmo0567.fasta
lmo0568	hisG	605401	642	ATP phosphoribosyltransferase	484	lmo0568.fasta
lmo0569	hisZ	606039	1182	ATP phosphoribosyltransferase	758	lmo0569.fasta
lmo0572		608557	1032	hypothetical protein	661	lmo0572.fasta
lmo0573		609629	1296	hypothetical protein	780	lmo0573.fasta
lmo0574		611240	1395	beta-glucosidase	925	lmo0574.fasta
lmo0575		612678	729	GntR family transcriptional regulator	518	lmo0575.fasta
lmo0578		615825	753	hypothetical protein	552	lmo0578.fasta
lmo0579		616742	210	hypothetical protein	133	lmo0579.fasta
lmo0583		620805	2331	preprotein translocase subunit SecA	958	lmo0583.fasta
lmo0584		623251	1173	hypothetical protein	599	lmo0584.fasta
lmo0585		624682	714	secreted protein	526	lmo0585.fasta
lmo0586		625463	1026	hypothetical protein	766	lmo0586.fasta
lmo0587		626506	2466	secreted protein	1337	lmo0587.fasta
lmo0588		629088	1404	DNA photolyase	957	lmo0588.fasta
lmo0589		630629	414	hypothetical protein	324	lmo0589.fasta
lmo0590		631045	1767	hypothetical protein	1074	lmo0590.fasta
lmo0591		632811	771	hypothetical protein	558	lmo0591.fasta
lmo0592		633709	543	hypothetical protein	251	lmo0592.fasta
lmo0593		634479	801	formate transporter	435	lmo0593.fasta
lmo0594	metX	635317	1107	homoserine O-acetyltransferase	744	lmo0594.fasta
lmo0595		636440	1278	O-acetylhomoserine sulfhydrylase	806	lmo0595.fasta
lmo0596		638165	528	hypothetical protein	409	lmo0596.fasta
lmo0602		642414	501	transcripitonal regulator	373	lmo0602.fasta
lmo0603		642962	387	hypothetical protein	288	lmo0603.fasta
lmo0604		643400	345	hypothetical protein	180	lmo0604.fasta
lmo0605		643891	1341	hypothetical protein	809	lmo0605.fasta
lmo0606		645397	462	MarR family transcriptional regulator	274	lmo0606.fasta
lmo0607		645878	1713	ABC transporter ATP-binding protein	859	lmo0607.fasta
lmo0608		647587	1818	ABC transporter ATP-binding protein	928	lmo0608.fasta
lmo0611	acpD	651794	627	azoreductase	452	lmo0611.fasta
lmo0612		652589	456	MarR family transcriptional evidence	341	lmo0612.fasta
lmo0613		653041	942	oxidoreductase	634	lmo0613.fasta
lmo0619		658572	456	hypothetical protein	280	lmo0619.fasta
lmo0621		659572	741	hypothetical protein	507	lmo0621.fasta
lmo0623		660692	267	hypothetical protein	160	lmo0623.fasta
lmo0625		661470	702	hypothetical protein	377	lmo0625.fasta
lmo0626		662257	1680	hypothetical protein	941	lmo0626.fasta
lmo0628		669086	276	hypothetical protein	233	lmo0628.fasta
lmo0629		669423	528	hypothetical protein	445	lmo0629.fasta
lmo0636		676372	417	hypothetical protein	303	lmo0636.fasta
lmo0637		676802	594	hypothetical protein	563	lmo0637.fasta
lmo0639		679763	534	transcripitonal regulator	496	lmo0639.fasta
lmo0640		680360	918	oxidoreductase	686	lmo0640.fasta
lmo0642		683519	729	hypothetical protein	511	lmo0642.fasta
lmo0643		684390	651	transaldolase	530	lmo0643.fasta
lmo0644		685083	1821	hypothetical protein	851	lmo0644.fasta
lmo0645		687138	1392	amino acid transporter	833	lmo0645.fasta
lmo0648		689923	951	hypothetical protein	527	lmo0648.fasta
lmo0649		690897	642	transcriptional regulator	384	lmo0649.fasta
lmo0650		691581	2691	hypothetical protein	1281	lmo0650.fasta
lmo0651		694317	648	transcriptional regulator	502	lmo0651.fasta
lmo0654		696606	210	hypothetical protein	135	lmo0654.fasta
lmo0655		696883	708	phosphoprotein phosphatase	455	lmo0655.fasta
lmo0656		697634	564	hypothetical protein	336	lmo0656.fasta
lmo0657		698317	417	hypothetical protein	251	lmo0657.fasta
lmo0662	thiD	701247	816	phosphomethylpyrimidine kinase	618	lmo0662.fasta
lmo0663		702088	867	hypothetical protein	590	lmo0663.fasta
lmo0665		703688	264	hypothetical protein	233	lmo0665.fasta
lmo0666		703961	378	hypothetical protein	363	lmo0666.fasta
lmo0667		704452	936	ABC transporter ATP-binding protein	654	lmo0667.fasta
lmo0673		709601	210	hypothetical protein	156	lmo0673.fasta
lmo0674		709829	921	hypothetical protein	963	lmo0674.fasta
lmo0676	fliP	711428	768	flagellar biosynthesis protein FliP	533	lmo0676.fasta
lmo0677	fliQ	712208	273	flagellar biosynthesis protein FliQ	152	lmo0677.fasta
lmo0678	fliR	712483	762	flagellar biosynthesis protein FliR	558	lmo0678.fasta
lmo0679	flhB	713260	1047	flagellar biosynthesis protein FlhB	698	lmo0679.fasta
lmo0680	flhA	714353	2076	flagellar biosynthesis protein FlhA	983	lmo0680.fasta
lmo0681		716450	1224	flagellar biosynthesis regulator FlhF	640	lmo0681.fasta
lmo0682	flgG	717670	780	flagellar basal body rod protein FlgG	524	lmo0682.fasta
lmo0683		718478	789	chemotaxis protein CheR	492	lmo0683.fasta
lmo0684		719291	336	hypothetical protein	198	lmo0684.fasta
lmo0685		719653	852	flagellar motor protein MotA	471	lmo0685.fasta
lmo0687		721301	501	hypothetical protein	303	lmo0687.fasta
lmo0688		721824	1914	hypothetical protein	1149	lmo0688.fasta
lmo0689		723750	909	chemotaxis protein CheV	592	lmo0689.fasta
lmo0690	flaA	724896	864	flagellin	387	lmo0690.fasta
lmo0691	cheY	726034	360	chemotaxis response regulator CheY	250	lmo0691.fasta
lmo0692	cheA	726413	1857	two-component sensor histidine kinase CheA	1030	lmo0692.fasta
lmo0693		728282	300	flagellar motor switch protein FliY	224	lmo0693.fasta
lmo0694		728600	411	hypothetical protein	333	lmo0694.fasta
lmo0695		729026	1047	hypothetical protein	766	lmo0695.fasta
lmo0696	flgD	730074	423	flagellar basal body rod modification protein	342	lmo0696.fasta
lmo0697	flgE	730516	1236	flagellar hook protein FlgE	823	lmo0697.fasta
lmo0698		731765	237	flagellar motor switch protein	141	lmo0698.fasta
lmo0699	fliM	732022	993	flagellar motor switch protein FliM	625	lmo0699.fasta
lmo0700		733017	1548	flagellar motor switch protein FliY	910	lmo0700.fasta
lmo0702		735996	1167	hypothetical protein	858	lmo0702.fasta
lmo0703		737269	465	hypothetical protein	334	lmo0703.fasta
lmo0704		737743	429	hypothetical protein	361	lmo0704.fasta
lmo0705	flgK	738191	1521	flagellar hook-associated protein FlgK	946	lmo0705.fasta
lmo0706	flgL	739723	876	flagellar hook-associated protein FlgL	609	lmo0706.fasta
lmo0707	fliD	740610	1290	flagellar capping protein FliD	887	lmo0707.fasta
lmo0708		741918	387	flagellar protein	329	lmo0708.fasta
lmo0710	flgB	742578	402	flagellar basal-body rod protein FlgB	408	lmo0710.fasta
lmo0711	flgC	742991	411	flagellar basal body rod protein FlgC	310	lmo0711.fasta
lmo0712	fliE	743418	297	flagellar hook-basal body protein FliE	162	lmo0712.fasta
lmo0713	fliF	743782	1653	flagellar MS-ring protein FliF	961	lmo0713.fasta
lmo0714	fliG	745437	1107	flagellar motor switch protein FliG	670	lmo0714.fasta
lmo0719		749985	327	hypothetical protein	211	lmo0719.fasta
lmo0721		750680	648	fibronectin-binding protein	535	lmo0721.fasta
lmo0722		751598	1731	pyruvate oxidase	1081	lmo0722.fasta
lmo0723		753490	1806	metyl-accepting chemotaxis protein	932	lmo0723.fasta
lmo0724		755308	729	hypothetical protein	530	lmo0724.fasta
lmo0725		756079	213	peptidoglycan-binding protein	166	lmo0725.fasta
lmo0726		756494	144	hypothetical protein	59	lmo0726.fasta
lmo0728		758656	741	riboflavin kinase / FAD synthase	456	lmo0728.fasta
lmo0729		759479	480	hypothetical protein	342	lmo0729.fasta
lmo0730		759972	339	hypothetical protein	302	lmo0730.fasta
lmo0742		772310	690	ABC transporter ATP-binding protein	526	lmo0742.fasta
lmo0743		772996	705	hypothetical protein	544	lmo0743.fasta
lmo0744		773715	2001	ABC transporter ATP-binding protein	1168	lmo0744.fasta
lmo0745		775744	504	hypothetical protein	462	lmo0745.fasta
lmo0757		782794	981	hypothetical protein	755	lmo0757.fasta
lmo0759		784788	960	hypothetical protein	724	lmo0759.fasta
lmo0761		786372	621	hypothetical protein	584	lmo0761.fasta
lmo0762		787320	1257	ATP/GTP-binding protein	782	lmo0762.fasta
