GCF name	GCF_001999065	GCF_002214105	GCF_016775745	GCF_018735785	GCF_002214005	GCF_014843335	GCF_003999665	GCF_003390475	GCF_014304775	GCF_001483405	GCF_002213965	GCF_001483425	GCF_018968745	GCF_010442835	GCF_002043045	GCF_001027125	GCF_018336735	GCF_013122235	GCF_002848485	GCF_004771195	GCF_000307065	GCF_002105635	GCF_009730635	GCF_000513595	GCF_000306985	GCF_900231485	GCF_000568475	GCF_013177375	GCF_018336775	GCF_018336655	GCF_002213785	GCF_001047715	GCF_000306905	GCF_900637785	GCF_000307005	GCF_001596775	GCF_001454925	GCF_013177415	GCF_001027065	GCF_000307045	GCF_002213985	GCF_001551855	GCF_000026705	GCF_015583955	GCF_001548635	GCF_002848505	GCF_001454865	GCF_001005985	GCF_008807975	GCF_001188655	GCF_900637775	GCF_018966805	GCF_001998985	GCF_018336755	GCF_002213565	GCF_008807875	GCF_002213585	GCF_003043895	GCF_001952755	GCF_001027085	GCF_008807935	GCF_014983945	GCF_002213765	GCF_018336695	GCF_004101665	GCF_003031955	GCF_002843525	GCF_900275645	GCF_000438645	GCF_003144075	GCF_000258905	GCF_014304695	GCF_018336715	GCF_006364035	GCF_000168595	GCF_002285835	GCF_001889645	GCF_009648595	GCF_002213885	GCF_003812545	GCF_018604305	GCF_018604265	GCF_002831485	GCF_001454845	GCF_004763665	GCF_002213645	GCF_018336675	GCF_003433415	GCF_002116675	GCF_003409075	GCF_001454885	GCF_000195395	GCF_000438725	GCF_018336635	GCF_016802645	GCF_000577745	GCF_001999105	GCF_001999025	GCF_009664755	GCF_000746625	GCF_014843315	GCF_016728025	GCF_000513635	GCF_002214085	GCF_000582845	GCF_002214065	GCF_016775765	GCF_001998945	GCF_002213685	GCF_013389395	GCF_905219375	GCF_000950775	GCF_001548585	GCF_016767835	GCF_002213545	GCF_009648655	GCF_900187225	GCF_018604205	GCF_003032055	GCF_016757715	GCF_002105675	GCF_000438745	GCF_905219385	GCF_002213945	GCF_000307615	GCF_003900515	GCF_001513695	GCF_003030405	GCF_009866905	GCF_002213865	GCF_014987905	GCF_002213805	GCF_009648695	GCF_002214125	GCF_004771175	GCF_002213505	GCF_002557815	GCF_004142705	GCF_018966765	GCF_001188045	GCF_001999005	GCF_008807955	GCF_003031935	GCF_002101275	GCF_001913195	GCF_001999165	GCF_014843295	GCF_016775725	GCF_001999085	GCF_018604325	GCF_002220325	GCF_002105615	GCF_002105715	GCF_009648635	GCF_000513675	GCF_002105655	GCF_002213845	GCF_000613085	GCF_000513695	GCF_001889585	GCF_000022925	GCF_000513615	GCF_000195435	GCF_002214145	GCF_000438625	GCF_000209755	GCF_014304675	GCF_000568935	GCF_000808055	GCF_000168635	GCF_019332005	GCF_000318055	GCF_001999145	GCF_001027245	GCF_900231475	GCF_002848425	GCF_009664735	GCF_000093125	GCF_000307085	GCF_001027165	GCF_018336795	GCF_002213605	GCF_003722375	GCF_018735945	GCF_000438685	GCF_000438705	GCF_002213705	GCF_015689035	GCF_001644625	GCF_001998915	GCF_001027205	GCF_018310555	GCF_018106265	GCF_014983645	GCF_002285655	GCF_002848465	GCF_013177395	GCF_014334275	GCF_002105695	GCF_008807915	GCF_018736025	GCF_000681515	GCF_002214045	GCF_000021185	GCF_014843275	GCF_009866885	GCF_000197755	GCF_000513655	GCF_001952795	GCF_009664775	GCF_000168575	GCF_002213745	GCF_002208215	GCF_009730615	GCF_000438585	GCF_018604185	GCF_002557735	GCF_008807895	GCF_000438665	GCF_000168695	GCF_018604285	GCF_013137935	GCF_000218305	GCF_003032075	GCF_001999125	GCF_003030165	GCF_002025165	GCF_000438605	GCF_000800335	GCF_014983505	GCF_002213905	GCF_003031975	GCF_002969195	GCF_002213825	GCF_006364655	GCF_018604245	GCF_001908335	GCF_001483445	GCF_002213665	GCF_001188025	GCF_000008285	GCF_000196035	GCF_018604225	GCF_009648675	GCF_009648615	GCF_002213925	GCF_018672415	GCF_000600015	GCF_001999045	GCF_000210815	GCF_002213625	GCF_003812565	GCF_003031915	GCF_001952735	GCF_010443035	GCF_002213725	GCF_004768685	GCF_003031895	GCF_902385845	GCF_001952775	GCF_001005925	B33116
GCF_001998985	1023	1187	1035	1027	1038	1198	1685	1122	1683	1683	970	1680	1661	1683	1203	1685	1683	1102	1682	1677	1660	1682	1683	1688	1680	927	1683	1074	1118	1683	1682	1053	1199	1683	1683	1683	1124	1075	1681	1683	1038	1683	934	1688	1191	1682	1660	1683	1655	1660	1685	1658	0	1119	1688	1660	1688	1682	1688	1683	1205	1688	1682	1683	1077	1677	1682	1030	1681	1683	941	1684	1038	1039	1684	1196	1119	1053	1031	1679	1688	1680	1682	1040	1683	1688	1688	1039	1674	1036	1660	1123	1076	1688	1201	1683	1180	1685	1683	1688	1679	1686	1688	1186	1683	1039	1040	1196	1688	1682	1075	928	1195	1203	1688	1056	1683	1680	1122	1678	1680	1079	1075	1031	1040	1683	1688	1122	1124	1681	1688	1683	1188	1683	1210	970	1682	1207	927	1210	1672	1027	1677	1158	1688	1069	1683	1679	1676	1683	1204	1686	1678	1054	1688	1680	1681	1688	1687	1124	1688	1043	1090	1683	1183	1660	1683	1041	1073	1679	1679	1032	1181	1683	1684	1682	1685	1688	924	1187	1683	1688	1030	1680	1215	1077	1688	1658	1682	1678	1683	1682	1036	1078	1200	1682	1079	1077	1685	1655	1036	1076	1688	1659	1206	1683	1212	1688	1688	1682	1682	1682	1201	1684	1206	1077	1682	1681	1038	1683	1677	1078	1659	1682	1679	1683	1122	1685	1038	1123	1688	1684	1682	1683	1123	1683	1188	1688	1688	1076	1034	1683	1683	1053	1053	1031	1680	1032	1111	1682	1688	1655	1119	1688	1660	1688	1685	1122	1186	1688	1188	1040
GCF_018336755	1108	1192	1096	1128	1096	1199	1689	46	1688	1689	1116	1685	1668	1688	1203	1690	1688	1105	1687	1681	1667	1687	1688	1692	1685	1137	1688	1127	2	1687	1687	1069	1213	1688	1686	1688	59	1130	1688	1688	1097	1688	1145	1692	1199	1687	1667	1687	1663	1669	1690	1665	1119	0	1692	1667	1692	1687	1692	1688	1222	1692	1687	1688	1129	1682	1687	1091	1685	1688	1146	1689	1096	1114	1688	1204	44	1069	1093	1683	1692	1685	1687	1101	1688	1692	1692	1117	1682	1094	1667	66	1127	1692	1204	1687	1199	1692	1687	1692	1682	1691	1692	1191	1688	1097	1099	1203	1692	1687	1126	1141	1200	1192	1692	1070	1688	1685	77	1686	1684	1131	1126	1093	1102	1688	1692	56	69	1685	1692	1687	1198	1688	1197	1116	1687	1197	1142	1207	1683	1131	1681	1181	1692	1132	1688	1685	1687	1687	1191	1690	1682	1069	1692	1685	1685	1692	1692	50	1692	1099	1143	1688	1192	1669	1688	1094	1127	1683	1686	1093	1210	1688	1688	1687	1689	1692	1139	1192	1688	1692	1091	1685	1202	1130	1692	1666	1687	1687	1688	1687	1099	1130	1204	1687	1129	1128	1690	1663	1098	1126	1692	1669	1196	1688	1201	1692	1692	1687	1687	1687	1211	1688	1198	1128	1687	1686	1097	1688	1681	1128	1669	1687	1687	1687	69	1689	1096	56	1692	1689	1687	1687	50	1687	1196	1692	1692	1126	1091	1688	1687	1069	1069	1093	1686	1093	79	1687	1692	1664	53	1692	1669	1692	1689	45	1191	1692	1198	1115
GCF_002213565	1691	1688	1691	1691	1691	1688	1264	1692	1295	1279	1691	1264	1686	1296	1688	1223	1291	1690	1170	1337	1684	1267	1269	1	1226	1691	1298	1690	1692	1330	1174	1691	1688	1297	1173	1293	1692	1690	1281	1301	1691	1293	1691	64	1688	1174	1684	1204	1686	1684	1316	1686	1688	1692	0	1682	1	1173	2	1290	1688	68	1173	1291	1690	1343	1169	1691	1222	1294	1690	1296	1691	1690	1270	1688	1692	1691	1691	1279	80	1259	1175	1691	1304	13	77	1690	1469	1691	1684	1692	1690	80	1688	1342	1688	27	1331	38	1690	1226	2	1688	1297	1691	1692	1688	8	1180	1690	1691	1688	1690	15	1691	1293	1260	1692	1240	1333	1690	1690	1691	1691	1291	67	1692	1692	1225	64	1205	1688	1293	1687	1691	1171	1688	1690	1690	1324	1691	1338	1689	13	1690	1297	1223	1237	1330	1690	1262	1327	1691	13	1262	1225	61	15	1692	15	1691	1690	1293	1688	1684	1294	1691	1690	1323	1244	1691	1688	1293	1266	1173	1268	1	1691	1688	1291	3	1691	1262	1688	1690	2	1685	1177	1209	1292	1166	1691	1690	1688	1167	1690	1690	1218	1686	1691	1690	2	1684	1688	1177	1688	1	14	1171	1174	1173	1688	1269	1688	1690	1174	1197	1691	1294	1341	1690	1684	1174	1267	1347	1692	1263	1691	1692	13	1311	1169	1205	1692	1330	1688	70	13	1690	1691	1175	1344	1691	1691	1691	1246	1691	1692	1170	17	1685	1692	14	1684	2	1236	1692	1688	1	1688	1690
GCF_008807875	1666	1662	1666	1666	1666	1659	1684	1667	1682	1681	1667	1680	1493	1682	1659	1680	1682	1667	1685	1674	1558	1674	1683	1682	1686	1664	1682	1667	1667	1672	1685	1666	1668	1682	1686	1682	1667	1667	1682	1682	1666	1682	1664	1682	1662	1685	1558	1678	1546	1536	1682	1555	1660	1667	1682	0	1682	1685	1682	1682	1667	1682	1685	1682	1668	1670	1685	1666	1681	1682	1663	1683	1666	1666	1683	1661	1667	1666	1666	1679	1682	1680	1685	1667	1681	1682	1682	1666	1685	1666	1558	1667	1667	1682	1659	1674	1663	1682	1672	1681	1652	1679	1682	1662	1682	1666	1666	1658	1682	1683	1668	1664	1661	1668	1682	1666	1682	1680	1667	1681	1677	1667	1668	1666	1667	1682	1682	1667	1667	1681	1682	1678	1662	1682	1668	1667	1685	1665	1662	1665	1667	1666	1674	1666	1682	1667	1682	1686	1682	1672	1668	1684	1680	1666	1682	1680	1681	1682	1682	1667	1682	1666	1665	1682	1662	1536	1682	1666	1668	1669	1681	1666	1662	1682	1683	1685	1685	1682	1665	1661	1682	1682	1666	1680	1665	1667	1682	1563	1683	1678	1682	1684	1666	1668	1660	1685	1668	1668	1682	1546	1666	1668	1682	1536	1665	1686	1665	1682	1682	1686	1685	1685	1661	1683	1665	1668	1685	1682	1666	1682	1674	1668	1536	1685	1676	1674	1667	1684	1666	1668	1682	1680	1685	1678	1667	1672	1661	1682	1682	1668	1666	1686	1674	1666	1666	1666	1681	1666	1667	1686	1682	1563	1667	1682	1536	1682	1682	1667	1662	1682	1662	1666
GCF_002213585	1691	1688	1691	1691	1691	1688	1263	1692	1294	1279	1691	1263	1686	1295	1688	1222	1290	1690	1169	1336	1684	1266	1268	0	1225	1691	1297	1690	1692	1329	1173	1691	1688	1296	1172	1292	1692	1690	1280	1300	1691	1292	1691	63	1688	1173	1684	1203	1686	1684	1315	1686	1688	1692	1	1682	0	1172	1	1289	1688	67	1172	1290	1690	1342	1168	1691	1221	1293	1690	1295	1691	1690	1269	1688	1692	1691	1691	1278	79	1258	1174	1691	1303	12	76	1690	1468	1691	1684	1692	1690	79	1688	1341	1688	26	1330	37	1690	1225	1	1688	1296	1691	1692	1688	7	1179	1690	1691	1688	1690	14	1691	1292	1259	1692	1239	1332	1690	1690	1691	1691	1290	66	1692	1692	1224	63	1204	1688	1292	1687	1691	1170	1688	1690	1690	1323	1691	1337	1689	12	1690	1296	1222	1236	1329	1690	1261	1326	1691	12	1261	1224	60	14	1692	14	1691	1690	1292	1688	1684	1293	1691	1690	1322	1243	1691	1688	1292	1265	1172	1267	0	1691	1688	1290	2	1691	1261	1688	1690	1	1685	1176	1208	1291	1165	1691	1690	1688	1166	1690	1690	1217	1686	1691	1690	1	1684	1688	1176	1688	0	13	1170	1173	1172	1688	1268	1688	1690	1173	1196	1691	1293	1340	1690	1684	1173	1266	1346	1692	1262	1691	1692	12	1311	1168	1204	1692	1329	1688	69	12	1690	1691	1174	1343	1691	1691	1691	1245	1691	1692	1169	16	1685	1692	13	1684	1	1236	1692	1688	0	1688	1690
GCF_003043895	1686	1683	1686	1685	1686	1682	1250	1687	1295	1241	1686	1117	1687	1299	1682	1219	1293	1685	36	1317	1685	1255	1230	1172	1280	1686	1298	1685	1687	1314	61	1686	1682	1297	64	1296	1687	1685	1284	1301	1686	1297	1686	1168	1683	57	1685	1210	1686	1685	1320	1685	1682	1687	1173	1685	1172	0	1172	1293	1682	1168	62	1293	1685	1339	35	1686	1284	1295	1685	1297	1686	1683	1258	1683	1687	1686	1686	1290	1175	1112	22	1686	1303	1172	1174	1683	1454	1686	1685	1687	1685	1175	1682	1333	1683	1174	1316	1169	1691	1248	1173	1683	1297	1686	1687	1682	1171	620	1685	1686	1683	1685	1174	1686	1295	1113	1687	1211	1319	1685	1685	1686	1686	1291	1167	1687	1687	1284	1168	1211	1683	1291	1682	1686	34	1683	1685	1685	1331	1685	1316	1683	1172	1685	1297	1281	1247	1315	1685	1252	1314	1686	1172	1121	1284	1166	1175	1687	1172	1686	1685	1291	1683	1685	1296	1686	1685	1335	1211	1686	1683	1297	1225	58	1252	1172	1686	1683	1293	1174	1686	1118	1683	1685	1172	1688	611	1213	1293	87	1686	1685	1683	27	1685	1685	1218	1686	1686	1685	1172	1685	1683	157	1683	1172	1172	79	69	62	1683	1228	1683	1685	19	1005	1686	1298	1318	1685	1685	57	1252	1337	1687	1250	1687	1687	1172	1325	63	1211	1687	1314	1683	1169	1172	1685	1686	137	1334	1686	1686	1686	1260	1686	1687	69	1171	1684	1687	1172	1685	1172	1224	1687	1683	1172	1683	1683
GCF_001952755	1691	1688	1691	1691	1691	1688	1263	1692	1295	1280	1691	1263	1686	1296	1688	1223	1291	1690	1169	1337	1684	1267	1268	1	1225	1691	1298	1690	1692	1330	1173	1691	1688	1297	1172	1293	1692	1690	1280	1301	1691	1293	1691	64	1688	1173	1684	1204	1686	1684	1316	1686	1688	1692	2	1682	1	1172	0	1290	1688	68	1172	1291	1690	1343	1168	1691	1222	1294	1690	1296	1691	1690	1269	1688	1692	1691	1691	1279	80	1258	1174	1691	1304	13	77	1690	1468	1691	1684	1692	1690	80	1688	1342	1688	27	1331	38	1690	1226	2	1688	1297	1691	1692	1688	8	1179	1690	1691	1688	1690	15	1691	1293	1259	1692	1239	1332	1690	1690	1691	1691	1291	67	1692	1692	1225	64	1205	1688	1293	1687	1691	1170	1688	1690	1690	1324	1691	1338	1689	13	1690	1297	1222	1237	1330	1690	1261	1327	1691	13	1261	1225	61	15	1692	15	1691	1690	1293	1688	1684	1294	1691	1690	1323	1243	1691	1688	1293	1265	1172	1267	1	1691	1688	1291	3	1691	1261	1688	1690	2	1685	1176	1209	1292	1165	1691	1690	1688	1166	1690	1690	1218	1686	1691	1690	0	1684	1688	1176	1688	1	14	1170	1173	1172	1688	1268	1688	1690	1173	1196	1691	1294	1341	1690	1684	1173	1267	1347	1692	1262	1691	1692	13	1312	1168	1205	1692	1330	1688	70	13	1690	1691	1174	1344	1691	1691	1691	1245	1691	1692	1169	17	1685	1692	14	1684	2	1237	1692	1688	1	1688	1690
GCF_001027085	1686	1683	1686	1685	1686	1682	1298	1688	76	1298	1687	1283	1683	93	1682	1255	79	1685	1288	1321	1682	1310	1304	1289	1282	1686	74	1686	1688	1362	1284	1687	1682	69	1286	90	1688	1686	1293	79	1686	89	1686	1288	1683	1283	1682	1272	1682	1678	138	1683	1683	1688	1290	1682	1289	1293	1290	0	1683	1287	1283	42	1686	1334	1288	1686	1260	92	1685	86	1686	1683	1299	1683	1688	1687	1686	1289	1287	1281	1292	1686	146	1287	1285	1683	1465	1686	1682	1688	1686	1287	1682	1352	1683	1291	1364	1285	1689	1280	1289	1683	70	1686	1687	1682	1287	1276	1686	1686	1683	1685	1287	1687	59	1282	1688	1271	1342	1686	1686	1686	1686	44	1285	1688	1688	1257	1285	1276	1683	73	1684	1687	1288	1684	1685	1685	1352	1685	1322	1683	1287	1686	69	1285	1272	1362	1685	1298	1338	1687	1287	1284	1257	1286	1292	1688	1286	1686	1686	73	1683	1678	86	1686	1686	1353	1273	1686	1683	59	1301	1283	1299	1289	1686	1683	79	1290	1686	1285	1684	1686	1289	1682	1273	1275	84	1283	1686	1686	1683	1286	1686	1686	1266	1682	1686	1686	1290	1678	1684	1285	1684	1289	1287	1284	1288	1283	1683	1303	1684	1686	1294	1287	1686	81	1320	1686	1678	1282	1306	1355	1688	1296	1686	1688	1287	1252	1284	1276	1688	1361	1683	1287	1287	1686	1686	1282	1351	1687	1687	1686	1272	1686	1688	1283	1288	1683	1688	1288	1678	1289	1266	1688	1683	1289	1683	1683
GCF_008807935	1183	1073	1178	1168	1174	1056	1685	1215	1683	1684	1219	1680	1665	1683	1059	1685	1683	1199	1682	1678	1665	1683	1685	1688	1680	1185	1683	1194	1220	1682	1682	1182	1137	1683	1684	1683	1217	1195	1681	1683	1175	1683	1188	1688	1085	1682	1665	1683	1663	1667	1685	1666	1205	1222	1688	1667	1688	1682	1688	1683	0	1688	1682	1683	1190	1678	1682	1171	1680	1683	1185	1684	1173	1177	1684	1082	1217	1182	1175	1679	1688	1680	1682	1178	1681	1688	1688	1183	1678	1171	1665	1221	1195	1688	1059	1682	1088	1688	1682	1688	1679	1686	1688	1073	1683	1177	1178	1058	1688	1682	1186	1188	1079	1100	1688	1183	1683	1680	1219	1681	1679	1194	1186	1175	1180	1683	1688	1221	1221	1680	1688	1683	1073	1683	1108	1219	1682	1129	1184	1042	1680	1171	1678	1145	1688	1190	1683	1680	1683	1682	1100	1686	1678	1183	1688	1680	1680	1688	1687	1215	1688	1178	1208	1683	1071	1667	1683	1176	1187	1681	1681	1173	1090	1683	1685	1682	1685	1688	1186	1072	1683	1688	1171	1680	1131	1193	1688	1662	1682	1683	1683	1682	1178	1189	1087	1682	1191	1188	1685	1663	1176	1185	1688	1667	1126	1683	1128	1688	1688	1682	1682	1682	1089	1685	1128	1188	1682	1681	1175	1683	1678	1189	1667	1682	1683	1682	1220	1685	1181	1221	1688	1684	1682	1683	1215	1682	1077	1688	1688	1185	1172	1683	1682	1182	1182	1175	1679	1173	1226	1682	1688	1660	1217	1688	1667	1688	1685	1215	1073	1688	1073	1177
GCF_014983945	1691	1688	1691	1691	1691	1688	1264	1692	1289	1276	1691	1264	1686	1291	1688	1225	1286	1690	1164	1335	1684	1264	1270	67	1229	1691	1294	1690	1692	1326	1168	1691	1688	1293	1167	1288	1692	1690	1279	1297	1691	1288	1691	27	1688	1168	1684	1204	1686	1684	1312	1686	1688	1692	68	1682	67	1168	68	1287	1688	0	1167	1287	1690	1343	1163	1691	1220	1289	1690	1291	1691	1690	1271	1688	1692	1691	1691	1278	66	1259	1170	1691	1299	65	64	1690	1463	1691	1684	1692	1690	66	1688	1341	1688	79	1327	65	1690	1230	68	1688	1293	1691	1692	1688	62	1173	1690	1691	1688	1690	67	1691	1290	1260	1692	1238	1329	1690	1690	1691	1691	1287	29	1692	1692	1223	26	1204	1688	1289	1688	1691	1165	1688	1690	1690	1324	1691	1336	1689	64	1690	1293	1226	1237	1326	1690	1262	1324	1691	65	1262	1223	22	67	1692	67	1691	1690	1289	1688	1684	1289	1691	1690	1323	1242	1691	1688	1289	1267	1167	1268	67	1691	1688	1286	69	1691	1261	1688	1690	66	1685	1170	1209	1287	1160	1691	1690	1688	1161	1690	1690	1223	1686	1691	1690	68	1684	1688	1171	1688	67	66	1164	1169	1167	1688	1270	1688	1690	1169	1199	1691	1290	1339	1690	1684	1168	1264	1346	1692	1263	1691	1692	65	1312	1163	1204	1692	1326	1688	32	65	1690	1691	1169	1343	1691	1691	1691	1242	1691	1692	1164	70	1685	1692	66	1684	66	1235	1692	1688	67	1688	1690
GCF_002213765	1686	1683	1686	1685	1686	1682	1251	1687	1285	1243	1686	1119	1687	1289	1682	1214	1283	1685	67	1314	1685	1252	1224	1172	1276	1686	1288	1685	1687	1313	14	1686	1682	1287	66	1286	1687	1685	1278	1291	1686	1287	1686	1167	1683	57	1685	1207	1686	1685	1311	1685	1682	1687	1173	1685	1172	62	1172	1283	1682	1167	0	1283	1685	1337	64	1686	1282	1285	1685	1287	1686	1683	1260	1683	1687	1686	1686	1288	1174	1114	64	1686	1293	1171	1173	1683	1451	1686	1685	1687	1685	1174	1682	1331	1683	1174	1314	1168	1690	1243	1173	1683	1287	1686	1687	1682	1171	623	1685	1686	1683	1685	1173	1686	1287	1115	1687	1210	1316	1685	1685	1686	1686	1281	1166	1687	1687	1281	1167	1209	1683	1282	1682	1686	65	1683	1685	1685	1328	1685	1313	1683	1171	1685	1287	1277	1250	1313	1685	1253	1314	1686	1171	1122	1281	1165	1174	1687	1171	1686	1685	1282	1683	1685	1287	1686	1685	1332	1211	1686	1683	1287	1219	58	1253	1172	1686	1683	1283	1174	1686	1120	1683	1685	1172	1688	614	1210	1283	90	1686	1685	1683	57	1685	1685	1215	1686	1686	1685	1172	1685	1683	160	1683	1172	1171	82	72	0	1683	1222	1683	1685	61	1009	1686	1289	1315	1685	1685	56	1249	1335	1687	1251	1687	1687	1171	1318	48	1209	1687	1312	1683	1168	1171	1685	1686	139	1332	1686	1686	1686	1254	1686	1687	72	1171	1684	1687	1171	1685	1172	1224	1687	1683	1172	1683	1683
GCF_018336695	1686	1683	1686	1685	1686	1682	1296	1688	72	1298	1687	1279	1683	89	1682	1255	74	1685	1288	1319	1682	1309	1303	1290	1279	1686	70	1686	1688	1358	1284	1687	1682	65	1286	85	1688	1686	1292	76	1686	83	1686	1288	1683	1284	1682	1269	1682	1678	133	1683	1683	1688	1291	1682	1290	1293	1291	42	1683	1287	1283	0	1686	1332	1288	1686	1258	86	1685	80	1686	1683	1298	1683	1688	1687	1686	1292	1287	1277	1293	1686	143	1287	1285	1683	1464	1686	1682	1688	1686	1287	1682	1351	1683	1291	1360	1285	1689	1280	1290	1683	66	1686	1687	1682	1287	1273	1686	1686	1683	1685	1287	1687	56	1278	1688	1272	1341	1686	1686	1686	1686	30	1285	1688	1688	1255	1285	1273	1683	71	1684	1687	1288	1684	1685	1685	1351	1685	1320	1683	1287	1686	65	1282	1272	1358	1685	1297	1335	1687	1287	1280	1255	1286	1292	1688	1286	1686	1686	71	1683	1678	84	1686	1686	1351	1274	1686	1683	55	1300	1284	1298	1290	1686	1683	74	1291	1686	1281	1684	1686	1290	1682	1270	1272	80	1283	1686	1686	1683	1286	1686	1686	1266	1682	1686	1686	1291	1678	1684	1284	1684	1290	1287	1284	1288	1283	1683	1302	1684	1686	1294	1285	1686	76	1318	1686	1678	1283	1305	1354	1688	1295	1686	1688	1287	1247	1284	1273	1688	1357	1683	1287	1287	1686	1686	1281	1350	1687	1687	1686	1271	1686	1688	1283	1288	1683	1688	1288	1678	1290	1266	1688	1683	1290	1683	1683
GCF_004101665	1088	1185	1077	1106	1077	1198	1688	1129	1686	1687	1064	1683	1668	1686	1200	1688	1686	1113	1685	1682	1666	1686	1687	1690	1683	1102	1686	108	1128	1685	1685	1040	1202	1686	1685	1686	1133	103	1686	1686	1075	1686	1111	1690	1192	1685	1666	1685	1663	1668	1688	1668	1077	1129	1690	1668	1690	1685	1690	1686	1190	1690	1685	1686	0	1682	1685	1074	1683	1686	1110	1687	1074	1086	1688	1198	1126	1040	1075	1680	1690	1683	1685	1078	1685	1690	1690	1089	1679	1076	1666	1133	107	1690	1199	1687	1197	1690	1685	1690	1682	1689	1690	1185	1686	1078	1079	1203	1690	1685	21	1107	1193	1192	1690	1042	1686	1683	1132	1684	1684	109	23	1075	1078	1686	1690	1129	1131	1683	1690	1685	1191	1686	1202	1064	1685	1181	1106	1189	1685	1112	1682	1184	1690	43	1686	1683	1685	1685	1193	1689	1683	1041	1690	1683	1683	1690	1690	1130	1690	1081	166	1686	1185	1668	1686	1077	30	1685	1684	1074	1203	1686	1687	1685	1688	1690	1104	1184	1686	1690	1074	1683	1185	108	1690	1665	1685	1685	1686	1685	1082	27	1201	1685	111	32	1688	1663	1080	43	1690	1668	1180	1686	1182	1690	1690	1685	1685	1685	1204	1687	1180	25	1685	1684	1076	1686	1682	36	1668	1685	1686	1687	1131	1688	1084	1132	1690	1688	1685	1685	1130	1685	1193	1690	1690	43	1074	1686	1687	1040	1040	1075	1684	1074	1135	1685	1690	1664	1127	1690	1668	1690	1688	1129	1185	1690	1191	1087
GCF_003031955	1680	1677	1680	1679	1680	1676	1316	1682	1334	1330	1682	1317	1676	1338	1676	1312	1332	1679	1335	660	1670	1342	1352	1342	1334	1680	1337	1682	1682	1211	1338	1681	1677	1336	1338	1332	1682	1682	1310	1339	1680	1333	1680	1342	1677	1336	1670	1311	1674	1671	1356	1673	1677	1682	1343	1670	1342	1339	1343	1334	1678	1343	1337	1332	1682	0	1336	1680	1337	1332	1679	1336	1680	1677	1321	1677	1682	1681	1680	1336	1343	1313	1339	1680	1339	1342	1343	1677	1470	1680	1670	1682	1682	1343	1676	1228	1677	1344	1209	1341	1689	1344	1342	1677	1336	1680	1681	1676	1341	1314	1682	1680	1677	1680	1341	1681	1336	1314	1682	1329	1333	1682	1682	1680	1680	1333	1343	1682	1682	1336	1342	1313	1677	1330	1663	1682	1337	1678	1679	1679	1227	1679	664	1678	1341	1682	1336	1333	1307	1209	1680	1319	1252	1681	1342	1312	1336	1343	1346	1682	1342	1680	1682	1330	1677	1671	1334	1680	1682	1227	1333	1680	1677	1336	1349	1336	1322	1342	1680	1677	1332	1343	1680	1314	1678	1682	1342	1676	1313	1312	1330	1333	1680	1682	1677	1335	1682	1682	1328	1674	1680	1682	1343	1671	1678	1341	1678	1342	1342	1338	1340	1337	1677	1351	1678	1682	1339	1342	1680	1336	660	1682	1671	1335	1338	1235	1682	1318	1681	1682	1342	1341	1338	1313	1682	1210	1677	1345	1342	1682	1680	1336	1227	1681	1681	1680	1309	1680	1682	1336	1343	1677	1682	1341	1671	1342	1315	1682	1677	1342	1677	1677
GCF_002843525	1686	1683	1686	1685	1686	1682	1249	1687	1290	1240	1686	1117	1687	1294	1682	1213	1288	1685	9	1315	1685	1253	1225	1168	1275	1686	1293	1685	1687	1314	62	1686	1682	1292	65	1291	1687	1685	1279	1296	1686	1292	1686	1163	1683	59	1685	1206	1686	1685	1315	1685	1682	1687	1169	1685	1168	35	1168	1288	1682	1163	64	1288	1685	1336	0	1686	1283	1290	1685	1292	1686	1683	1258	1683	1687	1686	1686	1288	1170	1112	37	1686	1298	1167	1169	1683	1452	1686	1685	1687	1685	1170	1682	1331	1683	1170	1316	1164	1691	1242	1169	1683	1292	1686	1687	1682	1167	622	1685	1686	1683	1685	1169	1686	1292	1113	1687	1208	1320	1685	1685	1686	1686	1286	1162	1687	1687	1282	1163	1208	1683	1286	1682	1686	37	1683	1685	1685	1329	1685	1314	1683	1167	1685	1292	1276	1244	1315	1685	1251	1312	1686	1167	1121	1282	1161	1170	1687	1167	1686	1685	1286	1683	1685	1291	1686	1685	1333	1209	1686	1683	1292	1220	60	1251	1168	1686	1683	1288	1170	1686	1118	1683	1685	1168	1688	613	1210	1288	88	1686	1685	1683	14	1685	1685	1212	1686	1686	1685	1168	1685	1683	159	1683	1168	1167	82	72	64	1683	1223	1683	1685	33	1004	1686	1294	1316	1685	1685	59	1250	1335	1687	1249	1687	1687	1167	1321	64	1208	1687	1314	1683	1164	1167	1685	1686	139	1332	1686	1686	1686	1253	1686	1687	72	1167	1684	1687	1167	1685	1168	1223	1687	1683	1168	1683	1683
