Locus	Gene	Start	Length	Product	Allele Count	Alleles
SACOL0185		216035	1308	peptide ABC transporter permease	1592	SACOL0185.fasta
SACOL0186		217348	1164	peptide ABC transporter permease	1261	SACOL0186.fasta
SACOL0187		218528	1776	RGD-containing lipoprotein	1923	SACOL0187.fasta
SACOL0188	ggt	220341	2007	gamma-glutamyltranspeptidase	2211	SACOL0188.fasta
SACOL0190	acpD	223608	627	azoreductase	827	SACOL0190.fasta
SACOL0191		224443	579	M23/M37 peptidase domain-containing protein	677	SACOL0191.fasta
SACOL0192		225404	1098	maltose ABC transporter ATP-binding protein	1057	SACOL0192.fasta
SACOL0193		226514	1272	maltose ABC transporter maltose-binding protein	1270	SACOL0193.fasta
SACOL0194		227788	1269	maltose ABC transporter permease	1348	SACOL0194.fasta
SACOL0195		229058	840	maltose ABC transporter permease	831	SACOL0195.fasta
SACOL0196		229971	1077	Gfo/Idh/MocA family oxidoreductase	1177	SACOL0196.fasta
SACOL0197		231072	1041	Gfo/Idh/MocA family oxidoreductase	1079	SACOL0197.fasta
SACOL0198		232167	969	hypothetical protein	961	SACOL0198.fasta
SACOL0199		233496	573	hypothetical protein	513	SACOL0199.fasta
SACOL0200	uhpT	234223	1380	sugar phosphate antiporter	1185	SACOL0200.fasta
SACOL0202		236712	1557	sensor histidine kinase	1502	SACOL0202.fasta
SACOL0203		238265	969	iron compound ABC transporter iron compound-binding protein	947	SACOL0203.fasta
SACOL0204	pflB	239821	2250	formate acetyltransferase	1399	SACOL0204.fasta
SACOL0205	pflA	242093	756	pyruvate formate-lyase-activating enzyme	638	SACOL0205.fasta
SACOL0207		243184	1764	hypothetical protein	1637	SACOL0207.fasta
SACOL0208		245111	345	hypothetical protein	410	SACOL0208.fasta
SACOL0211		248158	1185	acetyl-CoA acetyltransferase	1463	SACOL0211.fasta
SACOL0212		249372	2262	3-hydroxyacyl-CoA dehydrogenase	2521	SACOL0212.fasta
SACOL0213		251819	1212	acyl-CoA dehydrogenase	1392	SACOL0213.fasta
SACOL0214		253142	1506	long-chain-fatty-acid--CoA ligase	1627	SACOL0214.fasta
SACOL0215		254673	1572	propionate CoA-transferase	1885	SACOL0215.fasta
SACOL0216		256691	1143	hypothetical protein	1201	SACOL0216.fasta
SACOL0219		260333	174	hypothetical protein	188	SACOL0219.fasta
SACOL0220		260532	1146	flavohemoprotein	1132	SACOL0220.fasta
SACOL0222	ldh1	262250	954	L-lactate dehydrogenase	891	SACOL0222.fasta
SACOL0223		263371	126	hypothetical protein	164	SACOL0223.fasta
SACOL0224		263523	1530	PTS system, IIBC components	1762	SACOL0224.fasta
SACOL0225		265414	936	inosine-uridine preferring nucleoside hydrolase	1042	SACOL0225.fasta
SACOL0228		266688	2097	BglG family transcriptional antiterminator	2267	SACOL0228.fasta
SACOL0230		269259	279	PTS system, sorbitol-specific IIB component	259	SACOL0230.fasta
SACOL0231		269602	135	hypothetical protein	192	SACOL0231.fasta
SACOL0232		269764	1260	PTS system, sorbitol-specific IIC component	1599	SACOL0232.fasta
SACOL0233	gutB	271041	1056	sorbitol dehydrogenase	1238	SACOL0233.fasta
SACOL0234		272098	147	hypothetical protein	166	SACOL0234.fasta
SACOL0235		272268	1044	hexitol dehydrogenase	1251	SACOL0235.fasta
SACOL0237		274548	1026	alcohol dehydrogenase, zinc-containing	1194	SACOL0237.fasta
SACOL0238		275595	1695	teichoic acid biosynthesis protein	1950	SACOL0238.fasta
SACOL0239		277717	1170	TagF domain-containing protein	1127	SACOL0239.fasta
SACOL0241		279871	1026	alcohol dehydrogenase, zinc-containing	641	SACOL0241.fasta
SACOL0242		280918	1689	teichoic acid biosynthesis protein	1486	SACOL0242.fasta
SACOL0244	scdA	284503	675	cell wall biosynthesis protein ScdA	671	SACOL0244.fasta
SACOL0245	lytS	285424	1755	sensor histidine kinase LytS	1226	SACOL0245.fasta
SACOL0246	lytR	287181	741	two-component response regulator	540	SACOL0246.fasta
SACOL0248	lrgB	288470	702	antiholin-like protein LrgB	590	SACOL0248.fasta
SACOL0249		289279	705	GntR family transcriptional regulator	668	SACOL0249.fasta
SACOL0251	bglA	290939	1437	6-phospho-beta-glucosidase	1528	SACOL0251.fasta
SACOL0252		292809	762	hypothetical protein	849	SACOL0252.fasta
SACOL0253	rbsK	293821	915	ribokinase	935	SACOL0253.fasta
SACOL0254		294763	405	D-ribose pyranase	437	SACOL0254.fasta
SACOL0255		295182	882	hypothetical protein	974	SACOL0255.fasta
SACOL0258		297444	180	hypothetical protein	212	SACOL0258.fasta
SACOL0259		297673	393	hypothetical protein	371	SACOL0259.fasta
SACOL0261		298738	1377	drug transporter	1671	SACOL0261.fasta
SACOL0262		300348	993	choloylglycine hydrolase	1135	SACOL0262.fasta
SACOL0263	lytM	301648	969	peptidoglycan hydrolase	1059	SACOL0263.fasta
SACOL0264		302668	660	ABC transporter ATP-binding protein	712	SACOL0264.fasta
SACOL0265		303341	921	hypothetical protein	936	SACOL0265.fasta
SACOL0266		304258	1167	hypothetical protein	1230	SACOL0266.fasta
SACOL0267		305492	1524	hypothetical protein	1758	SACOL0267.fasta
SACOL0270		308703	894	staphyloxanthin biosynthesis protein	1034	SACOL0270.fasta
SACOL0271		309844	294	hypothetical protein	240	SACOL0271.fasta
SACOL0272		310221	3030	hypothetical protein	2929	SACOL0272.fasta
SACOL0273		313250	459	hypothetical protein	432	SACOL0273.fasta
SACOL0275		313935	1335	hypothetical protein	1432	SACOL0275.fasta
SACOL0299		333640	375	hypothetical protein	407	SACOL0299.fasta
SACOL0300		334167	399	hypothetical protein	450	SACOL0300.fasta
SACOL0301		334781	846	formate/nitrite transporter family protein	1167	SACOL0301.fasta
SACOL0302	brnQ2	335842	1308	branched-chain amino acid transport system II carrier protein	1331	SACOL0302.fasta
SACOL0303		337733	891	5'-nucleotidase	885	SACOL0303.fasta
SACOL0305		338872	1050	ABC transporter permease	1125	SACOL0305.fasta
SACOL0306		339934	678	ABC transporter ATP-binding protein	688	SACOL0306.fasta
SACOL0307	pfoR	340819	1032	perfringolysin O regulator protein	974	SACOL0307.fasta
SACOL0308		342193	1119	carbohydrate kinase	1175	SACOL0308.fasta
SACOL0310		344220	1221	nucleoside permease NupC	1317	SACOL0310.fasta
SACOL0311		345545	1533	sodium:solute symporter family protein	1767	SACOL0311.fasta
SACOL0312	nanA	347117	882	N-acetylneuraminate lyase	1015	SACOL0312.fasta
SACOL0313		348156	861	ROK family protein	998	SACOL0313.fasta
SACOL0314		349294	801	hypothetical protein	923	SACOL0314.fasta
SACOL0315		350234	669	N-acetylmannosamine-6-phosphate 2-epimerase	633	SACOL0315.fasta
SACOL0316		351029	1314	hypothetical protein	1539	SACOL0316.fasta
SACOL0390		398286	123	lipase precursor, interruption-C	144	SACOL0390.fasta
SACOL0391		398650	828	hypothetical protein	980	SACOL0391.fasta
SACOL0392		399550	1200	Oye family NADH-dependent flavin oxidoreductase	1380	SACOL0392.fasta
SACOL0394		401051	1002	hypothetical protein	1184	SACOL0394.fasta
SACOL0395		402086	333	glycine cleavage system H protein	372	SACOL0395.fasta
SACOL0398		404131	1023	lipoate-protein ligase A family protein	1302	SACOL0398.fasta
SACOL0400	ulaA	406586	1347	PTS system ascorbate-specific transporter subunit IIC	1586	SACOL0400.fasta
SACOL0401		407947	285	hypothetical protein	359	SACOL0401.fasta
SACOL0402		408233	444	PTS system, IIA component	416	SACOL0402.fasta
SACOL0403		408681	1956	BglG family transcriptional antiterminator	1833	SACOL0403.fasta
SACOL0404		410848	420	MarR family transcriptional regulator	490	SACOL0404.fasta
SACOL0405		411374	1356	MATE efflux family protein	1574	SACOL0405.fasta
SACOL0407	glpT	413356	1359	glycerol-3-phosphate transporter	1328	SACOL0407.fasta
SACOL0409		415962	1062	hypothetical protein	1286	SACOL0409.fasta
SACOL0410		417037	567	FMN reductase-like protein	661	SACOL0410.fasta
SACOL0411		417663	996	hypothetical protein	1050	SACOL0411.fasta
SACOL0413		419132	546	ribosomal-protein-serine acetyltransferase	643	SACOL0413.fasta
SACOL0416		422006	1713	hypothetical protein	1859	SACOL0416.fasta
SACOL0418		424528	216	mttA/Hcf106 family protein	308	SACOL0418.fasta
SACOL0419		424852	390	hypothetical protein	570	SACOL0419.fasta
SACOL0420		425482	204	Cro/CI family transcriptional regulator	206	SACOL0420.fasta
SACOL0421		425682	714	hypothetical protein	877	SACOL0421.fasta
SACOL0422		426420	843	ABC transporter ATP-binding protein	982	SACOL0422.fasta
SACOL0424		427262	630	hypothetical protein	743	SACOL0424.fasta
SACOL0425		428258	1134	hypothetical protein	1360	SACOL0425.fasta
SACOL0426		429930	1182	acetyl-CoA acetyltransferase	1081	SACOL0426.fasta
SACOL0427		431194	753	hypothetical protein	946	SACOL0427.fasta
SACOL0428	metE	431989	2229	5- methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase	2144	SACOL0428.fasta
SACOL0429		434214	1842	bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase	1946	SACOL0429.fasta
SACOL0431		437181	1104	trans-sulfuration enzyme family protein	1378	SACOL0431.fasta
SACOL0432		438948	846	spoOJ protein	806	SACOL0432.fasta
SACOL0434		440861	204	hypothetical protein	151	SACOL0434.fasta
SACOL0435		441076	1098	GTP-dependent nucleic acid-binding protein EngD	980	SACOL0435.fasta
SACOL0437	rpsF	442694	297	30S ribosomal protein S6	261	SACOL0437.fasta
SACOL0438	ssb2	443011	504	single-stranded DNA-binding protein	337	SACOL0438.fasta
SACOL0439	rpsR	443566	243	30S ribosomal protein S18	191	SACOL0439.fasta
SACOL0443		446938	369	hypothetical protein	461	SACOL0443.fasta
SACOL0444		447487	573	hypothetical protein	549	SACOL0444.fasta
SACOL0445		448197	264	hypothetical protein	265	SACOL0445.fasta
SACOL0446		448760	252	hypothetical protein	224	SACOL0446.fasta
SACOL0447		449437	582	phosphoglycerate mutase	649	SACOL0447.fasta
SACOL0448		450084	384	hypothetical protein	507	SACOL0448.fasta
SACOL0449		450722	627	hypothetical protein	609	SACOL0449.fasta
SACOL0451	ahpF	451793	1524	alkyl hydroperoxide reductase subunit F	1654	SACOL0451.fasta
SACOL0452	ahpC	453332	570	alkyl hydroperoxide reductase subunit C	437	SACOL0452.fasta
SACOL0453		454393	756	NAD(P)H-flavin oxidoreductase	1081	SACOL0453.fasta
SACOL0454		455229	1389	sodium:dicarboxylate symporter family protein	1779	SACOL0454.fasta
SACOL0455		457594	957	hypothetical protein	978	SACOL0455.fasta
SACOL0456		458668	663	hypothetical protein	823	SACOL0456.fasta
SACOL0457		459473	408	hypothetical protein	514	SACOL0457.fasta
SACOL0458	xpt	460392	579	xanthine phosphoribosyltransferase	675	SACOL0458.fasta
SACOL0459	pbuX	460970	1269	xanthine permease	1427	SACOL0459.fasta
SACOL0460	guaB	462276	1467	inosine-5'-monophosphate dehydrogenase	1302	SACOL0460.fasta
SACOL0461	guaA	463767	1542	GMP synthase	1167	SACOL0461.fasta
SACOL0465		467986	153	hypothetical protein	209	SACOL0465.fasta
SACOL0466		468662	360	hypothetical protein	484	SACOL0466.fasta
SACOL0467		469040	846	hypothetical protein	1091	SACOL0467.fasta
SACOL0480		482503	309	hypothetical protein	443	SACOL0480.fasta
SACOL0488		489723	324	hypothetical protein	363	SACOL0488.fasta
SACOL0490		490669	261	hypothetical protein	364	SACOL0490.fasta
SACOL0491		491048	1203	cobalamin synthesis protein	1530	SACOL0491.fasta
SACOL0494	nuoF	493838	1485	NADH dehydrogenase subunit 5	1733	SACOL0494.fasta
SACOL0495		495335	2706	hypothetical protein	2933	SACOL0495.fasta
SACOL0496		498202	363	hypothetical protein	350	SACOL0496.fasta
SACOL0497		498793	348	hypothetical protein	421	SACOL0497.fasta
SACOL0498		499247	675	hypothetical protein	720	SACOL0498.fasta
SACOL0499		499958	735	hypothetical protein	788	SACOL0499.fasta
SACOL0501		501148	1338	sodium-dependent transporter	1244	SACOL0501.fasta
SACOL0503		503600	1143	trans-sulfuration enzyme family protein	1304	SACOL0503.fasta
SACOL0504		505036	1026	ABC transporter ATP-binding protein	1169	SACOL0504.fasta
SACOL0505		506065	660	ABC transporter permease	844	SACOL0505.fasta
SACOL0506		506761	843	ABC transporter substrate-binding protein	1009	SACOL0506.fasta
SACOL0508		509124	270	hypothetical protein	262	SACOL0508.fasta
SACOL0510		509927	486	acetyltransferase	659	SACOL0510.fasta
SACOL0511		510581	783	hypothetical protein	687	SACOL0511.fasta
SACOL0512		511360	1113	hypothetical protein	939	SACOL0512.fasta
SACOL0513	gltC	512593	885	transcriptional regulatory protein GltC	927	SACOL0513.fasta
SACOL0514	gltB	513658	4500	glutamate synthase	5103	SACOL0514.fasta
SACOL0515	gltD	518175	1464	glutamate synthase	1850	SACOL0515.fasta
SACOL0516		520470	1428	PTS system, IIBC components	1925	SACOL0516.fasta
SACOL0517		521961	1641	alpha-amylase	1793	SACOL0517.fasta
SACOL0518		523626	729	GntR family transcriptional regulator	774	SACOL0518.fasta
SACOL0519		524993	525	acetyltransferase	567	SACOL0519.fasta
SACOL0520	dnaX	525586	1698	DNA polymerase III subunits gamma and tau	1533	SACOL0520.fasta
SACOL0521		527373	318	hypothetical protein	262	SACOL0521.fasta
SACOL0522	recR	527697	597	recombination protein RecR	549	SACOL0522.fasta
SACOL0523		535057	1338	Orn/Lys/Arg decarboxylase	1384	SACOL0523.fasta
SACOL0524	tmk	536396	618	thymidylate kinase	513	SACOL0524.fasta
SACOL0525		537041	330	hypothetical protein	328	SACOL0525.fasta
SACOL0526		537584	927	DNA polymerase III subunit delta'	873	SACOL0526.fasta
SACOL0527		538511	804	hypothetical protein	1141	SACOL0527.fasta
SACOL0528		539331	348	DNA replication intiation control protein YabA	304	SACOL0528.fasta
SACOL0529		539952	726	hypothetical protein	863	SACOL0529.fasta
SACOL0531		540920	840	tetrapyrrole methylase	820	SACOL0531.fasta
SACOL0532		541784	156	hypothetical protein	141	SACOL0532.fasta
SACOL0533	metS	542044	1974	methionyl-tRNA synthetase	1738	SACOL0533.fasta
SACOL0534		544048	774	TatD family deoxyribonuclease	872	SACOL0534.fasta
SACOL0536	ksgA	545535	894	dimethyladenosine transferase	1063	SACOL0536.fasta
SACOL0537		546528	264	hypothetical protein	180	SACOL0537.fasta
SACOL0538	ipk	547101	849	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	950	SACOL0538.fasta
SACOL0539	purR	547963	825	pur operon repressor	709	SACOL0539.fasta
SACOL0540		548804	381	endoribonuclease L-PSP	560	SACOL0540.fasta
SACOL0541	spoVG	549256	303	regulatory protein SpoVG	394	SACOL0541.fasta
SACOL0542		549748	132	hypothetical protein	116	SACOL0542.fasta
SACOL0543	glmU	549902	1353	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	1396	SACOL0543.fasta
SACOL0544	prsA	551401	966	ribose-phosphate pyrophosphokinase	648	SACOL0544.fasta
SACOL0545	rplY	552516	654	50S ribosomal protein L25/general stress protein Ctc	546	SACOL0545.fasta
SACOL0546	pth	553480	573	peptidyl-tRNA hydrolase	556	SACOL0546.fasta
SACOL0547	mfd	554052	3507	transcription-repair coupling factor	3507	SACOL0547.fasta
SACOL0549		559074	1194	tetrapyrrole methylase	1520	SACOL0549.fasta
SACOL0550		560264	264	S4 domain-containing protein	267	SACOL0550.fasta
SACOL0551		560545	393	cell-division protein divIC	374	SACOL0551.fasta
SACOL0552		561042	402	hypothetical protein	332	SACOL0552.fasta
SACOL0553		561623	1296	hypothetical protein	1272	SACOL0553.fasta
SACOL0554	hpt	562923	540	hypoxanthine phosphoribosyltransferase	447	SACOL0554.fasta
SACOL0555		563719	2094	cell division protein FtsH	1764	SACOL0555.fasta
SACOL0556	hslO	566041	882	Hsp33-like chaperonin	1078	SACOL0556.fasta
SACOL0557	cysK	567101	933	cysteine synthase	1064	SACOL0557.fasta
SACOL0558	folP	568249	804	dihydropteroate synthase	926	SACOL0558.fasta
SACOL0560	folK	569392	477	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	434	SACOL0560.fasta
SACOL0561		570262	93	hypothetical protein	113	SACOL0561.fasta
SACOL0562	lysS	570407	1488	lysyl-tRNA synthetase	1297	SACOL0562.fasta
SACOL0563		583479	1383	GntR family transcriptional regulator	1332	SACOL0563.fasta
SACOL0564		584965	888	pyridoxal biosynthesis lyase PdxS	765	SACOL0564.fasta
SACOL0565		585856	561	glutamine amidotransferase subunit PdxT	478	SACOL0565.fasta
SACOL0566	nupC	586624	1215	nucleoside permease NupC	918	SACOL0566.fasta
SACOL0567	ctsR	587996	462	transcriptional regulator CtsR	390	SACOL0567.fasta
SACOL0569		589032	1008	ATP:guanido phosphotransferase	1004	SACOL0569.fasta
SACOL0572	radA	592995	1365	DNA repair protein RadA	1262	SACOL0572.fasta
SACOL0573		594384	1074	PIN/TRAM domain-containing protein	1224	SACOL0573.fasta
SACOL0574	gltX	596014	1455	glutamyl-tRNA synthetase	1474	SACOL0574.fasta
SACOL0576	cysS	598522	1401	cysteinyl-tRNA synthetase	1498	SACOL0576.fasta
SACOL0578		600327	747	RNA methyltransferase	858	SACOL0578.fasta
SACOL0579		601073	525	hypothetical protein	570	SACOL0579.fasta
SACOL0580		601678	570	hypothetical protein	801	SACOL0580.fasta
SACOL0581	secE	602561	183	preprotein translocase subunit SecE	134	SACOL0581.fasta
SACOL0582	nusG	602756	549	transcription antitermination protein	617	SACOL0582.fasta
SACOL0583	rplK	603476	432	50S ribosomal protein L11	431	SACOL0583.fasta
SACOL0584	rplA	604115	693	50S ribosomal protein L1	732	SACOL0584.fasta
SACOL0585	rplJ	605079	501	50S ribosomal protein L10	583	SACOL0585.fasta
SACOL0586	rplL	605622	369	50S ribosomal protein L7/L12	361	SACOL0586.fasta
SACOL0587		606165	609	hypothetical protein	825	SACOL0587.fasta
SACOL0588	rpoB	606988	3552	DNA-directed RNA polymerase subunit beta	3234	SACOL0588.fasta
SACOL0589	rpoC	610676	3624	DNA-directed RNA polymerase subunit beta'	2760	SACOL0589.fasta
SACOL0590		614436	255	ribosomal protein L7Ae-like	239	SACOL0590.fasta
SACOL0591	rpsL	614788	414	30S ribosomal protein S12	284	SACOL0591.fasta
SACOL0592	rpsG	615267	471	30S ribosomal protein S7	322	SACOL0592.fasta
SACOL0593	fusA	615860	2082	elongation factor G	1946	SACOL0593.fasta
SACOL0594	tuf	618158	1185	elongation factor Tu	672	SACOL0594.fasta
SACOL0595		619624	1176	M20/M25/M40 family peptidase	1646	SACOL0595.fasta
SACOL0596		620970	1188	2-amino-3-ketobutyrate coenzyme A ligase	1065	SACOL0596.fasta
SACOL0597		622423	879	chaperone protein HchA	947	SACOL0597.fasta
SACOL0598		623461	1638	ribulokinase	1743	SACOL0598.fasta
SACOL0599		625312	966	hypothetical protein	891	SACOL0599.fasta
SACOL0600	ilvE	626612	1077	branched-chain amino acid aminotransferase	905	SACOL0600.fasta
SACOL0602		627938	684	HAD superfamily hydrolase	657	SACOL0602.fasta
SACOL0603		628737	663	deoxynucleoside kinase	518	SACOL0603.fasta
SACOL0606		630693	870	HAD superfamily hydrolase	885	SACOL0606.fasta
SACOL0607		631583	567	hypothetical protein	437	SACOL0607.fasta
SACOL0611		643947	1473	glycosyl transferase, group 1 family protein	1626	SACOL0611.fasta
SACOL0612		645543	1491	glycosyl transferase, group 1 family protein	1606	SACOL0612.fasta
SACOL0613		647315	879	GTP cyclohydrolase	657	SACOL0613.fasta
SACOL0614		648206	666	hypothetical protein	692	SACOL0614.fasta
SACOL0615		648885	363	hypothetical protein	401	SACOL0615.fasta
SACOL0616	nagB	649523	759	glucosamine-6-phosphate isomerase	862	SACOL0616.fasta
SACOL0617		650358	633	hexulose-6-phosphate synthase	659	SACOL0617.fasta
SACOL0618		650992	549	SIS domain-containing protein	620	SACOL0618.fasta
SACOL0619		651644	657	HAD superfamily hydrolase	850	SACOL0619.fasta
SACOL0620	proP	652802	1401	osmoprotectant proline transporter	1526	SACOL0620.fasta
SACOL0621		654746	1377	substrate--CoA ligase	1615	SACOL0621.fasta
